시군구명,법정동,아파트명,도로명,지번
양천구,신월동,훼미리주상복합,가로공원로64길,166-27
동대문구,장안동,제이슨(360-7),장한로14길,360-7
구로구,고척동,예인,중앙로15길,215-3
구로구,오류동,유한수목원,경인로2길,108-76
구로구,오류동,목화수목원아파트101동,경인로2길,108-40
서초구,서초동,서초동아이파크,효령로68길,1436-14
중구,신당동,인성아트빌,동호로11마길,432-502
은평구,구산동,송학,연서로11길,24-59
용산구,한남동,한남파라곤,한남대로27길,825
강북구,수유동,삼성타운,삼양로112길,338-1
강북구,번동,현대(148-494),오현로,148-494
은평구,증산동,자선메르시안(162-21),증산서길,162-21
양천구,신월동,청솔,월정로,446-2
구로구,구로동,안정빌라,구로동로12길,740-107
영등포구,문래동4가,리버뷰신안인스빌2단지,도림로143길,68
종로구,창신동,덕산,창신9길,639-50
노원구,공릉동,남청파인힐,동일로191가길,379-5
동대문구,장안동,르미에르장안타운5차,장한로26길,335-8
동대문구,장안동,신일해피트리2차(567),천호대로77가길,567
서초구,방배동,브라운스톤효령아파트,효령로26길,981-40
송파구,문정동,자이파인빌(101동),송파대로14길,68-1
관악구,남현동,쎈트앤빌2,승방7길,602-192
강남구,청담동,진흥아파트,학동로87길,65
중랑구,상봉동,금강산아파트,중랑천로10길,494
은평구,역촌동,두성,진흥로1라길,21-21
마포구,망원동,동보프리미아,방울내로11길,463-2
서대문구,홍은동,북한산삼부르네상스201동,포방터8길,8-230
서초구,반포동,브리앙뜨,사평대로16길,107-52
성북구,장위동,신장위아파트,장위로,230-214
은평구,대조동,제이타워3,통일로,4-14
강서구,화곡동,효성A(923-17),월정로18길,923-17
양천구,신월동,탑건위너빌,오목로1길,418-4
송파구,신천동,잠실시그마타워,올림픽로,7-19
마포구,망원동,길명2차(455-4),희우정로,455-4
강동구,성내동,신주,올림픽로,320-1
종로구,명륜1가,렉스빌,혜화로3가길,19
동대문구,장안동,형인허브빌101동(417-3),천호대로83길,417-3
구로구,구로동,남촌홈타운(730-2),구로동로28길,730-2
마포구,망원동,삼화아크빌(470-39),방울내로9안길,470-39
중구,신당동,남산FORESTHOUSE,동호로17길,432-1666
구로구,개봉동,신세기,개봉로19길,306-3
은평구,응암동,유성아이비,은평로,92-7
강북구,수유동,경원북한산휴그린,한천로,268-17
성북구,삼선동3가,성종그린,삼선교로18가길,18-2
광진구,중곡동,삼민,긴고랑로15길,609
서초구,반포동,장원빌라트,사평대로,111-1
은평구,갈현동,호림리슈리안,갈현로36길,406-46
서초구,반포동,브리앙뜨3차,서래로1길,101-10
금천구,가산동,드림캐슬2차,두산로9가길,235-13
서초구,방배동,다이너스티힐,동광로27길,1-11
강남구,대치동,대우아이빌멤버스(891-26),삼성로85길,891-26
송파구,방이동,더원센트럴,위례성대로2길,48-3
강남구,청담동,청담로얄카운티,도산대로83길,117-3
은평구,응암동,신동아,백련산로,197-78
강서구,방화동,한오,양천로14길,547-11
송파구,오금동,영풍,마천로,133-16
마포구,망원동,목화,망원로,483-6
중랑구,신내동,동성5,봉화산로,788
노원구,공릉동,씨엠아파트,동일로179길,568-6
관악구,봉천동,프라비다M,남부순환로,893-1
관악구,신림동,신림더루나,신림로63길,1433-29
서대문구,홍은동,부림,명지길,395-1
강동구,성내동,한독,성내로18길,435-2
강서구,화곡동,팔라이스타워,곰달래로22길,919-2
구로구,오류동,오류동휘버스,고척로18길,31-4
구로구,구로동,(792-9),도림로12길,792-9
송파구,방이동,인택스빌3차,위례성대로18길,186-12
송파구,가락동,대련,동남로20길,166-15
동대문구,제기동,청우,왕산로19다길,1158-10
중랑구,면목동,삼성제이드아파트,겸재로4길,194-3
중랑구,면목동,세모,봉우재로,91-58
도봉구,쌍문동,신일라이프(B동),노해로45길,277-5
송파구,방이동,현대월드빌리지,위례성대로16길,191
도봉구,쌍문동,그린힐스아파트,해등로17길,658
강동구,고덕동,고덕풍경채어바니티,아리수로,BL-3-1
성북구,정릉동,풍산쉐르빌(815-1),보국문로36길,815-1
종로구,구기동,포시즌,진흥로,95-15
관악구,신림동,동훈CDI,조원로13길,551-42
은평구,역촌동,건우샹그리라,연서로6길,32-35
구로구,구로동,(745-57),구로동로12길,745-57
은평구,신사동,굿모닝기룡(369-0),은평터널로,369
강동구,길동,예건타워빌,양재대로113길,385-1
금천구,독산동,태영아파트,범안로,1003-21
서초구,방배동,상지리츠빌7차,방배로28길,840-12
강동구,길동,율전에버그린아파트,양재대로112길,394-17
은평구,대조동,벽산메트로시티,통일로,4-11
강서구,염창동,삼천리,양천로67길,70-20
강남구,청담동,상지리츠빌카일룸2차,압구정로79길,128-18
구로구,구로동,(797-5),도림로6길,797-5
양천구,신정동,장미,오목로35길,917-10
서초구,양재동,길명오퍼스,강남대로30길,9-38
마포구,망원동,한강월드컵,방울내로9안길,515
강서구,화곡동,올림푸스,화곡로59길,1101-8
노원구,중계동,신일,한글비석로,589
중구,신당동,란스미어,청구로17길,404-2
강서구,화곡동,신원2차(24-130),화곡로42가길,24-130
강서구,화곡동,한솔(61-116),초록마을로6길,61-116
서대문구,연희동,파크빌,홍연길,712-25
성동구,하왕십리동,드림,왕십리로31길,890-115
양천구,신정동,동양부로미(926-4),신정중앙로,926-4
구로구,구로동,유진빌라,도림로6길,799-23
강남구,청담동,아노스카운트빌라트,도산대로61길,90-17
서초구,서초동,서초아파트,강남대로45길,1357-25
강서구,내발산동,다울,우장산로6길,675-10
은평구,증산동,자선메르시안(164-17),증산로9길,164-17
강동구,천호동,신주아파트(313),천중로11길,313
용산구,이촌동,빌라맨션,이촌로,302-86
금천구,독산동,한아프라임102동,시흥대로149길,147-1
강남구,역삼동,프리빌리지,언주로81길,723-16
마포구,망원동,신부파스카5차,방울내로11길,518
용산구,이태원동,메이(124-12),이태원로27나길,124-12
서초구,서초동,N-Suite102동(1511-3),명달로22길,1511-3
관악구,봉천동,하이캐슬,성현로,1718-6
강북구,수유동,경남아너스빌,노해로8길,229-49
서초구,반포동,더샵반포리버파크,사평대로,114-1
광진구,광장동,현대리버빌,아차산로78가길,131-1
광진구,중곡동,두리,용마산로5길,135-13
강서구,화곡동,신원센스빌,까치산로12길,24-176
강서구,화곡동,우공팰리스102동,화곡로31다길,1026-13
서대문구,북가좌동,대성,증가로24바길,3-71
동작구,사당동,동문아트빌,사당로8길,235-76
은평구,응암동,자선메르시안(115),은평로8길,115-27
양천구,신월동,삼도(101),남부순환로,558-3
종로구,무악동,무악다온채,통일로14길,66-1
마포구,성산동,월드,월드컵북로12안길,49-3
서초구,양재동,성영,매헌로6길,206-7
은평구,대조동,장미아파트,진흥로13가길,31-17
성동구,홍익동,주암해븐,무학로10길,366
중랑구,상봉동,정우아파트,상봉중앙로1길,269-7
동대문구,용두동,청재제일타운,왕산로16길,785
광진구,구의동,동우아파트,자양로,31-9
마포구,망원동,태경크레앙스(101동),희우정로17길,456-65
구로구,구로동,구로아트빌라4동(806-33),구로동로8길,806-33
강서구,화곡동,해태드림타운,강서로7길,900-1
서초구,방배동,월드빌리지,서초대로25길,838-1
은평구,응암동,에버그린,응암로29길,118-68
송파구,삼전동,동원아이파크,삼전로4길,38-26
양천구,목동,목동성원초원,목동중앙본로,751-4
관악구,봉천동,에메랄드105동,은천로34길,41-261
종로구,평창동,크래스빌,평창24길,46-1
강동구,천호동,고려아파트(C동),상암로41길,22-11
강서구,화곡동,로즈힐(1101-3),화곡로59길,1101-3
중랑구,중화동,현대휴앤미(102동),봉화산로27가길,11-7
마포구,연남동,리츠,연남로1길,564-35
강북구,미아동,한일,오패산로60길,258-732
양천구,목동,강산빌라트,목동중앙로,758-1
동작구,대방동,대방홈타운,대방동27길,377-1
양천구,신월동,성림,오목로9길,487-1
구로구,구로동,(752-10),구로동로22길,752-10
강남구,청담동,청담아르지움,삼성로135길,32
은평구,신사동,명남(200-16),은평터널로,200-16
강서구,등촌동,예지펠리스아파트,화곡로66길,637-15
강북구,수유동,태솔타운,도봉로71가길,77-9
강남구,개포동,새롬(1164-13),논현로2길,1164-13
구로구,궁동,대명그린(아),부일로13길,190-121
송파구,방이동,그린파크빌아파트,올림픽로32길,98-9
관악구,봉천동,제창그로힐,남부순환로,1722
서초구,서초동,서초대우아이빌,서초대로58길,1675-11
종로구,숭인동,익성씨티하임,난계로29가길,1392
서초구,방배동,방배CJ나인빌1차,방배로18길,889-5
서초구,양재동,리치스,동산로14길,391-12
마포구,염리동,우공,백범로25길,45-27
송파구,문정동,프라임,송이로,4-1
은평구,구산동,예승빌라트,갈현로17나길,27-15
은평구,응암동,다원(107-4),응암로,107-4
양천구,신월동,중흥,중앙로57길,452-14
성북구,돈암동,구현대,정릉로46길,624
강동구,천호동,천호2차이룸아파트,양재대로121길,52-6
광진구,중곡동,웰빙,능동로48길,35-10
구로구,궁동,강남그린,오리로20길,178-13
서초구,양재동,블루하이츠,동산로12길,379-3
송파구,마천동,기영,마천로51길,191-17
노원구,공릉동,세영아파트,동일로177길,576-11
중랑구,면목동,포인트아파트비동,동일로100길,142-8
서초구,반포동,현대반포빌라트B,동광로39길,77-1
구로구,구로동,예원아파트,새말로16길,43-2
광진구,화양동,신원리브웰화양동주상복합,능동로,111-88
서초구,서초동,리안하우스,명달로11길,1491-8
강남구,역삼동,요진와이시티미니,역삼로25길,727-9
은평구,신사동,정은노블스A,증산로,23-9
송파구,송파동,위례캐스빌,가락로,104-1
중랑구,중화동,현대휴앤미,봉화산로27가길,11
서대문구,연희동,충우하이빌,연희로18안길,51-151
은평구,신사동,은평신사두산위브2차,가좌로12길,371
노원구,공릉동,광덕파크빌아파트,동일로180길,752
동대문구,장안동,비젼아파트101동,장한로8길,455-1
강동구,명일동,KNP,상암로47길,336-12
마포구,서교동,기정MAY(247-112),월드컵북로7길,247-112
강동구,명일동,우성102동,고덕로38길,312-257
양천구,신월동,예건미예뜰1동,오목로19길,494-4
양천구,신월동,주함헤븐103동,남부순환로58길,203-14
강서구,화곡동,화곡3차보람,등촌로13바길,1150
용산구,후암동,행남그랜드,후암로16가길,244-5
관악구,봉천동,금강아미움(105동),장군봉1길,1522-32
강서구,화곡동,동우(24-134),화곡로42가길,24-134
서초구,반포동,베로니스6차,동광로43길,551-67
강남구,삼성동,삼성오네뜨,테헤란로79길,127-5
영등포구,영등포동2가,이지리움S,국회대로54길,28-117
동작구,상도동,백촌빌라트,상도로38길,159-41
강서구,화곡동,우공팰리스,강서로7길,916-32
관악구,신림동,삼성아트빌(715-32),난곡로35길,715-32
구로구,가리봉동,미래하이츠,남부순환로107길,137-7
동대문구,장안동,대성장안애캐슬,장한로22길,346-9
도봉구,창동,창동역블루핀2동,마들로,743-23
강서구,화곡동,세교예지안6차,곰달래로18길,924-15
구로구,구로동,(743-52),구로동로20길,743-52
은평구,응암동,미소세상,응암로,117-35
동작구,상도동,장승,양녕로30길,212-99
관악구,신림동,동마,호암로,1699
강동구,암사동,영상라이브센스,고덕로23길,446-3
송파구,풍납동,케이앤피상상,풍성로6가길,224-1
마포구,합정동,현대하이츠,양화로3길,386-2
구로구,개봉동,화신,고척로27길,486
강남구,청담동,목화,도산대로85길,105-6
강남구,논현동,논현아트빌,논현로124길,215-14
동대문구,장안동,정암(363-11),장한로26가길,363-11
강남구,압구정동,현대빌라트,압구정로29길,446
구로구,구로동,(740-7),구로동로12길,740-7
도봉구,창동,DK포시즌,덕릉로,442-33
강동구,성내동,센츄럴(438-2),강동대로53길,438-2
강서구,화곡동,황제팰리체(And Pra space),곰달래로20길,915-33
서초구,방배동,삼환나띠르빌(1002-22),명달로,1002-22
성동구,마장동,마장동해맑은아파트,마조로15가길,797-3
구로구,온수동,온수동,부일로1다길,83
노원구,중계동,극동의푸른별1차,중계로,600
중랑구,면목동,동성네스트빌,봉우재로14길,181-30
동대문구,장안동,프라하임장안1,천호대로83길,432-11
강서구,화곡동,계명아파트다동,강서로,343-45
구로구,구로동,(743-55),구로동로22길,743-55
양천구,신월동,수명,화곡로3길,12-4
